dteday,season,year,month,hr,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count_cr
2012-08-30,Fall,2012,Aug,17,0,Thursday,1,Clear,0.82,0.7273,0.34,93,751,844
2012-08-30,Fall,2012,Aug,18,0,Thursday,1,Clear,0.8,0.7121,0.38,109,744,853
2012-08-30,Fall,2012,Aug,19,0,Thursday,1,Clear,0.76,0.6818,0.48,78,532,610
2012-08-30,Fall,2012,Aug,20,0,Thursday,1,Clear,0.74,0.6818,0.58,68,403,471
2012-08-30,Fall,2012,Aug,21,0,Thursday,1,Clear,0.72,0.6818,0.66,32,275,307
2012-08-30,Fall,2012,Aug,22,0,Thursday,1,Clear,0.7,0.6515,0.7,38,253,291
2012-08-30,Fall,2012,Aug,23,0,Thursday,1,Clear,0.7,0.6667,0.74,19,133,152
2012-08-31,Fall,2012,Aug,0,0,Friday,1,Clear,0.68,0.6364,0.83,13,69,82
2012-08-31,Fall,2012,Aug,1,0,Friday,1,Clear,0.68,0.6364,0.83,8,24,32
2012-08-31,Fall,2012,Aug,2,0,Friday,1,Clear,0.66,0.5909,0.89,9,11,20
2012-08-31,Fall,2012,Aug,3,0,Friday,1,Clear,0.66,0.5909,0.89,3,2,5
2012-08-31,Fall,2012,Aug,4,0,Friday,1,Clear,0.64,0.5758,0.89,0,7,7
2012-08-31,Fall,2012,Aug,5,0,Friday,1,Clear,0.64,0.5758,0.89,2,27,29
2012-08-31,Fall,2012,Aug,6,0,Friday,1,Misty,0.64,0.5758,0.89,7,101,108
2012-08-31,Fall,2012,Aug,7,0,Friday,1,Misty,0.64,0.5758,0.89,21,400,421
2012-08-31,Fall,2012,Aug,8,0,Friday,1,Misty,0.7,0.6667,0.74,36,654,690
2012-08-31,Fall,2012,Aug,9,0,Friday,1,Clear,0.74,0.697,0.7,61,337,398
2012-08-31,Fall,2012,Aug,10,0,Friday,1,Clear,0.76,0.7121,0.62,59,197,256
2012-08-31,Fall,2012,Aug,11,0,Friday,1,Clear,0.86,0.7424,0.28,88,221,309
2012-08-31,Fall,2012,Aug,12,0,Friday,1,Clear,0.86,0.7424,0.26,120,290,410
2012-08-31,Fall,2012,Aug,13,0,Friday,1,Clear,0.88,0.7576,0.27,97,271,368
2012-08-31,Fall,2012,Aug,14,0,Friday,1,Clear,0.9,0.7727,0.25,112,324,436
2012-08-31,Fall,2012,Aug,15,0,Friday,1,Clear,0.9,0.7879,0.27,109,417,526
2012-08-31,Fall,2012,Aug,16,0,Friday,1,Clear,0.9,0.7879,0.27,111,417,528
2012-08-31,Fall,2012,Aug,17,0,Friday,1,Clear,0.88,0.7727,0.32,129,488,617
2012-08-31,Fall,2012,Aug,18,0,Friday,1,Clear,0.86,0.7576,0.36,87,459,546
2012-08-31,Fall,2012,Aug,19,0,Friday,1,Clear,0.8,0.7424,0.49,91,361,452
2012-08-31,Fall,2012,Aug,20,0,Friday,1,Clear,0.8,0.7424,0.49,102,254,356
2012-08-31,Fall,2012,Aug,21,0,Friday,1,Clear,0.76,0.7121,0.58,71,232,303
2012-08-31,Fall,2012,Aug,22,0,Friday,1,Clear,0.76,0.7121,0.58,65,212,277
2012-08-31,Fall,2012,Aug,23,0,Friday,1,Clear,0.74,0.6818,0.62,32,142,174
2012-09-01,Fall,2012,Sep,0,0,Saturday,0,Clear,0.74,0.6818,0.62,22,146,168
2012-09-01,Fall,2012,Sep,1,0,Saturday,0,Clear,0.72,0.697,0.74,11,68,79
2012-09-01,Fall,2012,Sep,2,0,Saturday,0,Clear,0.7,0.6515,0.7,8,61,69
2012-09-01,Fall,2012,Sep,3,0,Saturday,0,Clear,0.7,0.6515,0.7,6,29,35
2012-09-01,Fall,2012,Sep,4,0,Saturday,0,Clear,0.7,0.6515,0.7,3,9,12
2012-09-01,Fall,2012,Sep,5,0,Saturday,0,Clear,0.68,0.6364,0.79,2,20,22
2012-09-01,Fall,2012,Sep,6,0,Saturday,0,Clear,0.68,0.6364,0.79,13,23,36
2012-09-01,Fall,2012,Sep,7,0,Saturday,0,Misty,0.74,0.6818,0.58,8,58,66
2012-09-01,Fall,2012,Sep,8,0,Saturday,0,Misty,0.76,0.7121,0.58,28,134,162
2012-09-01,Fall,2012,Sep,9,0,Saturday,0,Misty,0.76,0.7121,0.58,62,175,237
2012-09-01,Fall,2012,Sep,10,0,Saturday,0,Misty,0.78,0.7273,0.55,128,289,417
2012-09-01,Fall,2012,Sep,11,0,Saturday,0,Misty,0.8,0.7576,0.55,219,273,492
2012-09-01,Fall,2012,Sep,12,0,Saturday,0,Misty,0.8,0.7576,0.55,187,284,471
2012-09-01,Fall,2012,Sep,13,0,Saturday,0,Misty,0.82,0.7727,0.52,237,267,504
2012-09-01,Fall,2012,Sep,14,0,Saturday,0,Misty,0.86,0.7879,0.44,240,274,514
2012-09-01,Fall,2012,Sep,15,0,Saturday,0,Misty,0.86,0.7879,0.44,257,306,563
2012-09-01,Fall,2012,Sep,16,0,Saturday,0,Misty,0.84,0.7879,0.49,209,253,462
2012-09-01,Fall,2012,Sep,17,0,Saturday,0,Misty,0.82,0.7727,0.52,205,258,463
2012-09-01,Fall,2012,Sep,18,0,Saturday,0,Misty,0.82,0.7727,0.52,184,258,442
2012-09-01,Fall,2012,Sep,19,0,Saturday,0,Light Snow,0.78,0.7424,0.62,157,235,392
2012-09-01,Fall,2012,Sep,20,0,Saturday,0,Light Snow,0.76,0.7273,0.67,67,140,207
2012-09-01,Fall,2012,Sep,21,0,Saturday,0,Light Snow,0.64,0.5758,0.89,21,83,104
2012-09-01,Fall,2012,Sep,22,0,Saturday,0,Misty,0.66,0.5909,0.89,21,57,78
2012-09-01,Fall,2012,Sep,23,0,Saturday,0,Clear,0.66,0.5909,0.89,57,88,145
2012-09-02,Fall,2012,Sep,0,0,Sunday,0,Misty,0.66,0.5909,0.89,27,72,99
2012-09-02,Fall,2012,Sep,1,0,Sunday,0,Clear,0.66,0.5909,0.89,15,58,73
2012-09-02,Fall,2012,Sep,2,0,Sunday,0,Clear,0.66,0.5909,0.89,28,56,84
2012-09-02,Fall,2012,Sep,3,0,Sunday,0,Clear,0.66,0.5909,0.89,9,33,42
2012-09-02,Fall,2012,Sep,4,0,Sunday,0,Clear,0.66,0.5909,0.89,7,15,22
2012-09-02,Fall,2012,Sep,5,0,Sunday,0,Clear,0.66,0.5909,0.89,2,10,12
2012-09-02,Fall,2012,Sep,6,0,Sunday,0,Misty,0.66,0.5909,0.89,2,13,15
2012-09-02,Fall,2012,Sep,7,0,Sunday,0,Clear,0.66,0.5909,0.94,13,29,42
2012-09-02,Fall,2012,Sep,8,0,Sunday,0,Clear,0.68,0.6364,0.89,30,99,129
2012-09-02,Fall,2012,Sep,9,0,Sunday,0,Misty,0.7,0.6667,0.84,88,144,232
2012-09-02,Fall,2012,Sep,10,0,Sunday,0,Misty,0.72,0.697,0.79,158,230,388
2012-09-02,Fall,2012,Sep,11,0,Sunday,0,Misty,0.74,0.697,0.7,226,263,489
2012-09-02,Fall,2012,Sep,12,0,Sunday,0,Light Snow,0.74,0.697,0.7,248,297,545
2012-09-02,Fall,2012,Sep,13,0,Sunday,0,Light Snow,0.72,0.697,0.74,263,230,493
2012-09-02,Fall,2012,Sep,14,0,Sunday,0,Light Snow,0.72,0.697,0.79,249,208,457
2012-09-02,Fall,2012,Sep,15,0,Sunday,0,Light Snow,0.74,0.7121,0.74,179,176,355
2012-09-02,Fall,2012,Sep,16,0,Sunday,0,Clear,0.74,0.697,0.7,222,252,474
2012-09-02,Fall,2012,Sep,17,0,Sunday,0,Clear,0.76,0.7273,0.66,219,284,503
2012-09-02,Fall,2012,Sep,18,0,Sunday,0,Clear,0.74,0.7121,0.74,227,273,500
2012-09-02,Fall,2012,Sep,19,0,Sunday,0,Misty,0.7,0.6667,0.84,140,152,292
2012-09-02,Fall,2012,Sep,20,0,Sunday,0,Misty,0.7,0.6667,0.84,63,41,104
2012-09-02,Fall,2012,Sep,21,0,Sunday,0,Clear,0.7,0.6515,0.7,79,92,171
2012-09-02,Fall,2012,Sep,22,0,Sunday,0,Light Snow,0.68,0.6364,0.83,66,100,166
2012-09-02,Fall,2012,Sep,23,0,Sunday,0,Light Snow,0.66,0.5909,0.89,53,70,123
2012-09-03,Fall,2012,Sep,0,1,Monday,0,Misty,0.66,0.5909,0.94,42,62,104
2012-09-03,Fall,2012,Sep,1,1,Monday,0,Misty,0.68,0.6364,0.89,18,37,55
2012-09-03,Fall,2012,Sep,2,1,Monday,0,Clear,0.66,0.5909,0.89,10,30,40
2012-09-03,Fall,2012,Sep,3,1,Monday,0,Clear,0.66,0.5909,0.89,6,22,28
2012-09-03,Fall,2012,Sep,4,1,Monday,0,Clear,0.66,0.5909,0.89,6,5,11
2012-09-03,Fall,2012,Sep,5,1,Monday,0,Clear,0.66,0.5909,0.89,1,3,4
2012-09-03,Fall,2012,Sep,6,1,Monday,0,Clear,0.66,0.5909,0.94,3,12,15
2012-09-03,Fall,2012,Sep,7,1,Monday,0,Clear,0.68,0.6364,0.85,6,37,43
2012-09-03,Fall,2012,Sep,8,1,Monday,0,Misty,0.7,0.6667,0.84,36,91,127
2012-09-03,Fall,2012,Sep,9,1,Monday,0,Misty,0.7,0.6667,0.84,71,158,229
2012-09-03,Fall,2012,Sep,10,1,Monday,0,Misty,0.74,0.7121,0.74,135,224,359
2012-09-03,Fall,2012,Sep,11,1,Monday,0,Misty,0.74,0.697,0.7,187,272,459
2012-09-03,Fall,2012,Sep,12,1,Monday,0,Misty,0.76,0.7121,0.62,191,352,543
2012-09-03,Fall,2012,Sep,13,1,Monday,0,Misty,0.76,0.7273,0.66,209,357,566
2012-09-03,Fall,2012,Sep,14,1,Monday,0,Clear,0.74,0.697,0.7,163,349,512
2012-09-03,Fall,2012,Sep,15,1,Monday,0,Clear,0.74,0.697,0.7,168,281,449
2012-09-03,Fall,2012,Sep,16,1,Monday,0,Clear,0.74,0.697,0.7,165,335,500
2012-09-03,Fall,2012,Sep,17,1,Monday,0,Clear,0.74,0.697,0.7,181,317,498
2012-09-03,Fall,2012,Sep,18,1,Monday,0,Clear,0.74,0.697,0.66,145,337,482
2012-09-03,Fall,2012,Sep,19,1,Monday,0,Clear,0.72,0.697,0.74,73,301,374
2012-09-03,Fall,2012,Sep,20,1,Monday,0,Clear,0.72,0.6818,0.76,78,183,261
2012-09-03,Fall,2012,Sep,21,1,Monday,0,Clear,0.72,0.6818,0.76,42,142,184
2012-09-03,Fall,2012,Sep,22,1,Monday,0,Misty,0.7,0.6667,0.84,17,104,121
2012-09-03,Fall,2012,Sep,23,1,Monday,0,Misty,0.7,0.6667,0.84,12,58,70
2012-09-04,Fall,2012,Sep,0,0,Tuesday,1,Misty,0.7,0.6667,0.84,10,19,29
2012-09-04,Fall,2012,Sep,1,0,Tuesday,1,Clear,0.68,0.6364,0.82,15,9,24
2012-09-04,Fall,2012,Sep,2,0,Tuesday,1,Clear,0.68,0.6364,0.82,1,4,5
2012-09-04,Fall,2012,Sep,3,0,Tuesday,1,Misty,0.66,0.5909,0.89,1,9,10
2012-09-04,Fall,2012,Sep,4,0,Tuesday,1,Misty,0.66,0.5909,0.89,0,8,8
2012-09-04,Fall,2012,Sep,5,0,Tuesday,1,Misty,0.66,0.5909,0.89,1,37,38
2012-09-04,Fall,2012,Sep,6,0,Tuesday,1,Misty,0.68,0.6364,0.89,7,165,172
2012-09-04,Fall,2012,Sep,7,0,Tuesday,1,Misty,0.68,0.6364,0.89,13,480,493
2012-09-04,Fall,2012,Sep,8,0,Tuesday,1,Clear,0.7,0.6667,0.84,15,617,632
2012-09-04,Fall,2012,Sep,9,0,Tuesday,1,Misty,0.72,0.697,0.79,30,293,323
2012-09-04,Fall,2012,Sep,10,0,Tuesday,1,Misty,0.72,0.697,0.74,42,130,172
2012-09-04,Fall,2012,Sep,11,0,Tuesday,1,Misty,0.74,0.697,0.7,39,159,198
2012-09-04,Fall,2012,Sep,12,0,Tuesday,1,Clear,0.76,0.7273,0.7,54,233,287
2012-09-04,Fall,2012,Sep,13,0,Tuesday,1,Clear,0.8,0.7576,0.55,72,203,275
2012-09-04,Fall,2012,Sep,14,0,Tuesday,1,Clear,0.8,0.7576,0.55,72,202,274
2012-09-04,Fall,2012,Sep,15,0,Tuesday,1,Clear,0.8,0.7727,0.59,68,224,292
2012-09-04,Fall,2012,Sep,16,0,Tuesday,1,Clear,0.76,0.7273,0.7,61,397,458
2012-09-04,Fall,2012,Sep,17,0,Tuesday,1,Clear,0.76,0.7273,0.7,110,746,856
2012-09-04,Fall,2012,Sep,18,0,Tuesday,1,Clear,0.76,0.7424,0.75,94,745,839
2012-09-04,Fall,2012,Sep,19,0,Tuesday,1,Clear,0.76,0.7273,0.7,50,502,552
2012-09-04,Fall,2012,Sep,20,0,Tuesday,1,Clear,0.74,0.697,0.7,47,338,385
2012-09-04,Fall,2012,Sep,21,0,Tuesday,1,Clear,0.74,0.7121,0.74,28,240,268
2012-09-04,Fall,2012,Sep,22,0,Tuesday,1,Clear,0.74,0.697,0.7,25,154,179
2012-09-04,Fall,2012,Sep,23,0,Tuesday,1,Clear,0.72,0.697,0.74,12,83,95
2012-09-05,Fall,2012,Sep,0,0,Wednesday,1,Clear,0.72,0.697,0.74,10,27,37
2012-09-05,Fall,2012,Sep,1,0,Wednesday,1,Clear,0.7,0.6667,0.84,2,11,13
2012-09-05,Fall,2012,Sep,2,0,Wednesday,1,Clear,0.7,0.6667,0.84,0,9,9
2012-09-05,Fall,2012,Sep,3,0,Wednesday,1,Clear,0.7,0.6667,0.79,0,4,4
2012-09-05,Fall,2012,Sep,4,0,Wednesday,1,Clear,0.7,0.6667,0.79,2,3,5
2012-09-05,Fall,2012,Sep,5,0,Wednesday,1,Misty,0.7,0.6667,0.79,1,39,40
2012-09-05,Fall,2012,Sep,6,0,Wednesday,1,Clear,0.7,0.6667,0.79,7,203,210
2012-09-05,Fall,2012,Sep,7,0,Wednesday,1,Misty,0.7,0.6667,0.79,11,489,500
2012-09-05,Fall,2012,Sep,8,0,Wednesday,1,Clear,0.72,0.697,0.74,33,692,725
2012-09-05,Fall,2012,Sep,9,0,Wednesday,1,Clear,0.74,0.697,0.7,27,263,290
2012-09-05,Fall,2012,Sep,10,0,Wednesday,1,Misty,0.76,0.7273,0.7,54,181,235
2012-09-05,Fall,2012,Sep,11,0,Wednesday,1,Misty,0.78,0.7424,0.62,61,156,217
2012-09-05,Fall,2012,Sep,12,0,Wednesday,1,Clear,0.78,0.7727,0.7,49,217,266
2012-09-05,Fall,2012,Sep,13,0,Wednesday,1,Clear,0.8,0.7879,0.63,50,184,234
2012-09-05,Fall,2012,Sep,14,0,Wednesday,1,Clear,0.82,0.7879,0.56,34,177,211
2012-09-05,Fall,2012,Sep,15,0,Wednesday,1,Clear,0.78,0.7727,0.7,41,204,245
2012-09-05,Fall,2012,Sep,16,0,Wednesday,1,Clear,0.76,0.7273,0.7,86,344,430
2012-09-05,Fall,2012,Sep,17,0,Wednesday,1,Clear,0.76,0.7273,0.66,83,780,863
2012-09-05,Fall,2012,Sep,18,0,Wednesday,1,Clear,0.76,0.7424,0.75,82,757,839
2012-09-05,Fall,2012,Sep,19,0,Wednesday,1,Clear,0.74,0.697,0.7,64,598,662
2012-09-05,Fall,2012,Sep,20,0,Wednesday,1,Clear,0.72,0.7121,0.84,55,357,412
2012-09-05,Fall,2012,Sep,21,0,Wednesday,1,Clear,0.72,0.697,0.79,18,278,296
2012-09-05,Fall,2012,Sep,22,0,Wednesday,1,Clear,0.72,0.697,0.79,38,181,219
2012-09-05,Fall,2012,Sep,23,0,Wednesday,1,Clear,0.7,0.6667,0.84,24,126,150
2012-09-06,Fall,2012,Sep,0,0,Thursday,1,Misty,0.7,0.6667,0.84,30,35,65
2012-09-06,Fall,2012,Sep,1,0,Thursday,1,Misty,0.7,0.6667,0.84,2,16,18
2012-09-06,Fall,2012,Sep,2,0,Thursday,1,Clear,0.72,0.697,0.79,1,7,8
2012-09-06,Fall,2012,Sep,3,0,Thursday,1,Clear,0.7,0.6667,0.84,0,9,9
2012-09-06,Fall,2012,Sep,4,0,Thursday,1,Misty,0.7,0.6667,0.84,0,8,8
2012-09-06,Fall,2012,Sep,5,0,Thursday,1,Misty,0.7,0.6667,0.84,3,35,38
2012-09-06,Fall,2012,Sep,6,0,Thursday,1,Misty,0.7,0.6667,0.84,11,189,200
2012-09-06,Fall,2012,Sep,7,0,Thursday,1,Misty,0.7,0.6667,0.84,21,461,482
2012-09-06,Fall,2012,Sep,8,0,Thursday,1,Light Snow,0.7,0.6667,0.79,24,622,646
2012-09-06,Fall,2012,Sep,9,0,Thursday,1,Light Snow,0.66,0.5909,0.94,8,115,123
2012-09-06,Fall,2012,Sep,10,0,Thursday,1,Light Snow,0.66,0.5909,0.94,9,40,49
2012-09-06,Fall,2012,Sep,11,0,Thursday,1,Light Snow,0.7,0.6667,0.84,10,52,62
2012-09-06,Fall,2012,Sep,12,0,Thursday,1,Misty,0.72,0.697,0.79,11,126,137
2012-09-06,Fall,2012,Sep,13,0,Thursday,1,Misty,0.72,0.697,0.79,39,152,191
2012-09-06,Fall,2012,Sep,14,0,Thursday,1,Clear,0.74,0.7121,0.74,38,178,216
2012-09-06,Fall,2012,Sep,15,0,Thursday,1,Clear,0.74,0.697,0.66,42,228,270
2012-09-06,Fall,2012,Sep,16,0,Thursday,1,Clear,0.74,0.697,0.7,42,374,416
2012-09-06,Fall,2012,Sep,17,0,Thursday,1,Clear,0.74,0.697,0.7,67,741,808
2012-09-06,Fall,2012,Sep,18,0,Thursday,1,Clear,0.72,0.6818,0.7,74,761,835
2012-09-06,Fall,2012,Sep,19,0,Thursday,1,Clear,0.68,0.6364,0.74,54,504,558
2012-09-06,Fall,2012,Sep,20,0,Thursday,1,Clear,0.66,0.6061,0.78,50,356,406
2012-09-06,Fall,2012,Sep,21,0,Thursday,1,Clear,0.64,0.5758,0.89,32,240,272
2012-09-06,Fall,2012,Sep,22,0,Thursday,1,Clear,0.64,0.5758,0.89,24,193,217
2012-09-06,Fall,2012,Sep,23,0,Thursday,1,Clear,0.64,0.5758,0.89,19,150,169
2012-09-07,Fall,2012,Sep,0,0,Friday,1,Clear,0.64,0.5758,0.89,17,79,96
2012-09-07,Fall,2012,Sep,1,0,Friday,1,Clear,0.62,0.5606,0.88,10,19,29
2012-09-07,Fall,2012,Sep,2,0,Friday,1,Clear,0.62,0.5758,0.83,1,10,11
2012-09-07,Fall,2012,Sep,3,0,Friday,1,Clear,0.62,0.5758,0.83,0,9,9
2012-09-07,Fall,2012,Sep,4,0,Friday,1,Clear,0.62,0.5606,0.88,1,7,8
2012-09-07,Fall,2012,Sep,5,0,Friday,1,Clear,0.62,0.5606,0.88,1,39,40
2012-09-07,Fall,2012,Sep,6,0,Friday,1,Clear,0.62,0.5606,0.88,5,135,140
2012-09-07,Fall,2012,Sep,7,0,Friday,1,Clear,0.64,0.5758,0.89,21,465,486
2012-09-07,Fall,2012,Sep,8,0,Friday,1,Clear,0.66,0.6061,0.83,29,690,719
2012-09-07,Fall,2012,Sep,9,0,Friday,1,Clear,0.7,0.6667,0.79,33,311,344
2012-09-07,Fall,2012,Sep,10,0,Friday,1,Clear,0.72,0.697,0.74,53,171,224
2012-09-07,Fall,2012,Sep,11,0,Friday,1,Clear,0.76,0.7121,0.62,81,215,296
2012-09-07,Fall,2012,Sep,12,0,Friday,1,Clear,0.78,0.7424,0.59,76,247,323
2012-09-07,Fall,2012,Sep,13,0,Friday,1,Clear,0.8,0.7727,0.59,71,283,354
2012-09-07,Fall,2012,Sep,14,0,Friday,1,Clear,0.8,0.7727,0.59,66,187,253
2012-09-07,Fall,2012,Sep,15,0,Friday,1,Clear,0.8,0.7576,0.55,66,265,331
2012-09-07,Fall,2012,Sep,16,0,Friday,1,Clear,0.8,0.7576,0.55,75,395,470
2012-09-07,Fall,2012,Sep,17,0,Friday,1,Clear,0.78,0.7424,0.59,88,684,772
2012-09-07,Fall,2012,Sep,18,0,Friday,1,Clear,0.76,0.7121,0.62,95,697,792
2012-09-07,Fall,2012,Sep,19,0,Friday,1,Clear,0.74,0.6818,0.62,70,498,568
2012-09-07,Fall,2012,Sep,20,0,Friday,1,Clear,0.72,0.6818,0.66,51,340,391
2012-09-07,Fall,2012,Sep,21,0,Friday,1,Clear,0.7,0.6667,0.74,55,246,301
2012-09-07,Fall,2012,Sep,22,0,Friday,1,Clear,0.7,0.6667,0.74,52,247,299
2012-09-07,Fall,2012,Sep,23,0,Friday,1,Clear,0.66,0.5909,0.89,28,220,248
2012-09-08,Fall,2012,Sep,0,0,Saturday,0,Clear,0.66,0.5909,0.89,20,130,150
2012-09-08,Fall,2012,Sep,1,0,Saturday,0,Misty,0.66,0.5909,0.89,10,107,117
2012-09-08,Fall,2012,Sep,2,0,Saturday,0,Clear,0.66,0.5909,0.89,9,68,77
2012-09-08,Fall,2012,Sep,3,0,Saturday,0,Misty,0.66,0.5909,0.89,3,40,43
2012-09-08,Fall,2012,Sep,4,0,Saturday,0,Misty,0.66,0.5909,0.94,3,8,11
2012-09-08,Fall,2012,Sep,5,0,Saturday,0,Misty,0.66,0.5909,0.94,2,13,15
2012-09-08,Fall,2012,Sep,6,0,Saturday,0,Misty,0.66,0.5909,0.89,8,26,34
2012-09-08,Fall,2012,Sep,7,0,Saturday,0,Clear,0.66,0.5909,0.89,11,71,82
2012-09-08,Fall,2012,Sep,8,0,Saturday,0,Clear,0.7,0.6667,0.79,33,197,230
2012-09-08,Fall,2012,Sep,9,0,Saturday,0,Clear,0.7,0.6667,0.74,87,261,348
2012-09-08,Fall,2012,Sep,10,0,Saturday,0,Clear,0.74,0.697,0.7,100,322,422
2012-09-08,Fall,2012,Sep,11,0,Saturday,0,Clear,0.76,0.7121,0.62,173,405,578
2012-09-08,Fall,2012,Sep,12,0,Saturday,0,Clear,0.8,0.7576,0.55,220,474,694
2012-09-08,Fall,2012,Sep,13,0,Saturday,0,Clear,0.82,0.7727,0.52,233,435,668
2012-09-08,Fall,2012,Sep,14,0,Saturday,0,Clear,0.82,0.7727,0.52,260,366,626
2012-09-08,Fall,2012,Sep,15,0,Saturday,0,Light Snow,0.56,0.5303,0.88,175,337,512
2012-09-08,Fall,2012,Sep,16,0,Saturday,0,Light Snow,0.56,0.5303,0.88,19,95,114
2012-09-08,Fall,2012,Sep,17,0,Saturday,0,Light Snow,0.58,0.5455,0.83,52,119,171
2012-09-08,Fall,2012,Sep,18,0,Saturday,0,Light Snow,0.58,0.5455,0.83,27,140,167
2012-09-08,Fall,2012,Sep,19,0,Saturday,0,Light Snow,0.58,0.5455,0.88,28,187,215
2012-09-08,Fall,2012,Sep,20,0,Saturday,0,Misty,0.58,0.5455,0.88,28,166,194
2012-09-08,Fall,2012,Sep,21,0,Saturday,0,Misty,0.6,0.5606,0.83,26,155,181
2012-09-08,Fall,2012,Sep,22,0,Saturday,0,Misty,0.58,0.5455,0.78,18,176,194
2012-09-08,Fall,2012,Sep,23,0,Saturday,0,Misty,0.58,0.5455,0.73,12,121,133
2012-09-09,Fall,2012,Sep,0,0,Sunday,0,Misty,0.56,0.5303,0.73,18,106,124
2012-09-09,Fall,2012,Sep,1,0,Sunday,0,Clear,0.56,0.5303,0.73,20,104,124
2012-09-09,Fall,2012,Sep,2,0,Sunday,0,Clear,0.54,0.5152,0.77,15,81,96
2012-09-09,Fall,2012,Sep,3,0,Sunday,0,Clear,0.54,0.5152,0.73,14,32,46
2012-09-09,Fall,2012,Sep,4,0,Sunday,0,Clear,0.52,0.5,0.77,12,16,28
2012-09-09,Fall,2012,Sep,5,0,Sunday,0,Clear,0.52,0.5,0.77,16,39,55
2012-09-09,Fall,2012,Sep,6,0,Sunday,0,Clear,0.52,0.5,0.77,11,24,35
2012-09-09,Fall,2012,Sep,7,0,Sunday,0,Clear,0.54,0.5152,0.73,20,50,70
2012-09-09,Fall,2012,Sep,8,0,Sunday,0,Clear,0.58,0.5455,0.68,27,143,170
2012-09-09,Fall,2012,Sep,9,0,Sunday,0,Clear,0.62,0.6061,0.61,85,214,299
2012-09-09,Fall,2012,Sep,10,0,Sunday,0,Clear,0.64,0.6212,0.57,172,323,495
2012-09-09,Fall,2012,Sep,11,0,Sunday,0,Clear,0.66,0.6212,0.47,194,391,585
2012-09-09,Fall,2012,Sep,12,0,Sunday,0,Clear,0.66,0.6212,0.47,247,510,757
2012-09-09,Fall,2012,Sep,13,0,Sunday,0,Clear,0.68,0.6364,0.39,238,491,729
2012-09-09,Fall,2012,Sep,14,0,Sunday,0,Clear,0.72,0.6515,0.3,232,415,647
2012-09-09,Fall,2012,Sep,15,0,Sunday,0,Clear,0.72,0.6515,0.32,284,412,696
2012-09-09,Fall,2012,Sep,16,0,Sunday,0,Clear,0.68,0.6364,0.36,228,473,701
2012-09-09,Fall,2012,Sep,17,0,Sunday,0,Clear,0.7,0.6364,0.37,213,458,671
2012-09-09,Fall,2012,Sep,18,0,Sunday,0,Clear,0.66,0.6212,0.36,156,404,560
2012-09-09,Fall,2012,Sep,19,0,Sunday,0,Clear,0.66,0.6212,0.36,134,362,496
2012-09-09,Fall,2012,Sep,20,0,Sunday,0,Clear,0.62,0.6212,0.41,91,265,356
2012-09-09,Fall,2012,Sep,21,0,Sunday,0,Clear,0.6,0.6212,0.46,57,149,206
2012-09-09,Fall,2012,Sep,22,0,Sunday,0,Clear,0.58,0.5455,0.49,64,125,189
2012-09-09,Fall,2012,Sep,23,0,Sunday,0,Clear,0.56,0.5303,0.52,22,70,92
2012-09-10,Fall,2012,Sep,0,0,Monday,1,Clear,0.56,0.5303,0.52,6,35,41
2012-09-10,Fall,2012,Sep,1,0,Monday,1,Clear,0.54,0.5152,0.6,7,11,18
2012-09-10,Fall,2012,Sep,2,0,Monday,1,Clear,0.54,0.5152,0.6,11,6,17
2012-09-10,Fall,2012,Sep,3,0,Monday,1,Clear,0.52,0.5,0.68,5,7,12
2012-09-10,Fall,2012,Sep,4,0,Monday,1,Clear,0.52,0.5,0.68,1,4,5
2012-09-10,Fall,2012,Sep,5,0,Monday,1,Clear,0.5,0.4848,0.72,4,36,40
2012-09-10,Fall,2012,Sep,6,0,Monday,1,Clear,0.5,0.4848,0.72,8,172,180
2012-09-10,Fall,2012,Sep,7,0,Monday,1,Clear,0.52,0.5,0.68,20,427,447
2012-09-10,Fall,2012,Sep,8,0,Monday,1,Clear,0.56,0.5303,0.6,33,697,730
2012-09-10,Fall,2012,Sep,9,0,Monday,1,Clear,0.6,0.6212,0.53,40,321,361
2012-09-10,Fall,2012,Sep,10,0,Monday,1,Clear,0.62,0.6212,0.5,42,168,210
2012-09-10,Fall,2012,Sep,11,0,Monday,1,Clear,0.62,0.6212,0.43,69,167,236
2012-09-10,Fall,2012,Sep,12,0,Monday,1,Clear,0.64,0.6212,0.44,76,256,332
2012-09-10,Fall,2012,Sep,13,0,Monday,1,Clear,0.64,0.6212,0.38,72,251,323
2012-09-10,Fall,2012,Sep,14,0,Monday,1,Clear,0.66,0.6212,0.36,107,233,340
2012-09-10,Fall,2012,Sep,15,0,Monday,1,Clear,0.66,0.6212,0.31,115,231,346
2012-09-10,Fall,2012,Sep,16,0,Monday,1,Clear,0.66,0.6212,0.34,108,380,488
2012-09-10,Fall,2012,Sep,17,0,Monday,1,Clear,0.66,0.6212,0.34,127,744,871
2012-09-10,Fall,2012,Sep,18,0,Monday,1,Clear,0.62,0.6212,0.35,111,857,968
2012-09-10,Fall,2012,Sep,19,0,Monday,1,Clear,0.62,0.6212,0.38,71,562,633
2012-09-10,Fall,2012,Sep,20,0,Monday,1,Clear,0.6,0.6212,0.4,34,356,390
2012-09-10,Fall,2012,Sep,21,0,Monday,1,Clear,0.56,0.5303,0.49,29,256,285
